Date,Daily ROR,Index Value
09/02/2015,0.3794%,1159.36
09/01/2015,-1.2211%,1154.98
08/31/2015,-0.1477%,1169.25
08/28/2015,0.1786%,1170.98
08/27/2015,1.4499%,1168.9
08/26/2015,0.6886%,1152.19
08/25/2015,0.4208%,1144.31
08/24/2015,-2.006%,1139.51
08/21/2015,-1.4561%,1162.84
08/20/2015,-1.1257%,1180.02
08/19/2015,-0.3589%,1193.46
08/18/2015,-0.2277%,1197.76
08/17/2015,0.1365%,1200.49
08/14/2015,0.1404%,1198.86
08/13/2015,0.0641%,1197.17
08/12/2015,-0.4206%,1196.41
08/11/2015,-0.338%,1201.46
08/10/2015,0.6776%,1205.54
08/07/2015,-0.2677%,1197.42
08/06/2015,-0.316%,1200.64
08/05/2015,-0.0692%,1204.44
08/04/2015,-0.0689%,1205.28
08/03/2015,-0.0215%,1206.11
07/31/2015,0.057%,1206.37
07/30/2015,-0.1942%,1205.68
07/29/2015,0.4929%,1208.03
07/28/2015,0.3382%,1202.1
07/27/2015,-0.8376%,1198.05
07/24/2015,-0.5315%,1208.17
07/23/2015,-0.0958%,1214.62
07/22/2015,-0.2108%,1215.79
07/21/2015,0.0255%,1218.36
07/20/2015,-0.0384%,1218.05
07/17/2015,0.196%,1218.51
07/16/2015,0.4485%,1216.13
07/15/2015,-0.1577%,1210.7
07/14/2015,0.1138%,1212.61
07/13/2015,0.639%,1211.23
07/10/2015,0.9011%,1203.54
07/09/2015,0.8396%,1192.8
07/08/2015,-1.0194%,1182.87
07/07/2015,-0.3301%,1195.05
07/06/2015,-0.9614%,1199
07/02/2015,-0.1659%,1210.64
07/01/2015,0.2322%,1212.66
06/30/2015,0.2102%,1209.85
06/29/2015,-1.2276%,1207.31
06/26/2015,-0.2954%,1222.31
06/25/2015,-0.1423%,1225.93
06/24/2015,-0.2381%,1227.68
06/23/2015,0.3258%,1230.61
06/22/2015,0.4613%,1226.61
06/19/2015,-0.1639%,1220.98
06/18/2015,0.2023%,1222.99
06/17/2015,0.1017%,1220.52
06/16/2015,0.0266%,1219.28
06/15/2015,-0.2275%,1218.95
06/12/2015,-0.0691%,1221.73
06/11/2015,0.1317%,1222.58
06/10/2015,0.5788%,1220.97
06/09/2015,-0.2259%,1213.94
06/08/2015,-0.2606%,1216.69
06/05/2015,0.0249%,1219.87
06/04/2015,-0.4218%,1219.57
06/03/2015,0.1234%,1224.73
06/02/2015,0.0202%,1223.22
06/01/2015,0.2313%,1222.97
05/29/2015,-0.189%,1220.15
05/28/2015,-0.3166%,1222.46
05/27/2015,0.2542%,1226.34
05/26/2015,-0.2644%,1223.24
05/22/2015,0.0072%,1226.48
05/21/2015,-0.0125%,1226.39
05/20/2015,0.0373%,1226.54
05/19/2015,0.161%,1226.09
05/18/2015,-0.0463%,1224.12
05/15/2015,0.2612%,1224.68
05/14/2015,0.1699%,1221.49
05/13/2015,0.1395%,1219.42
05/12/2015,-0.3612%,1217.72
05/11/2015,0.0664%,1222.14
05/08/2015,0.6641%,1221.33
05/07/2015,-0.0858%,1213.27
05/06/2015,-0.4378%,1214.31
05/05/2015,-0.604%,1219.65
05/04/2015,0.2446%,1227.06
05/01/2015,0.1433%,1224.07
04/30/2015,-0.3129%,1222.32
04/29/2015,-0.1852%,1226.15
04/28/2015,-0.1155%,1228.43
04/27/2015,0.0674%,1229.85
04/24/2015,0.0363%,1229.02
04/23/2015,0.0903%,1228.57
04/22/2015,0.1274%,1227.46
04/21/2015,0.3767%,1225.9
04/20/2015,-0.0738%,1221.3
04/17/2015,-0.5125%,1222.2
04/16/2015,-0.0021%,1228.5
04/15/2015,-0.0206%,1228.52
04/14/2015,-0.1742%,1228.78
04/13/2015,0.1747%,1230.92
04/10/2015,0.3196%,1228.77
04/09/2015,0.2596%,1224.86
04/08/2015,0.4561%,1221.69
04/07/2015,0.1038%,1216.14
04/06/2015,0.2235%,1214.88
04/02/2015,0.247%,1212.17
04/01/2015,0.1047%,1209.19
03/31/2015,-0.1644%,1207.92
03/30/2015,0.5743%,1209.91
03/27/2015,0.2411%,1203
03/26/2015,-0.2763%,1200.11
03/25/2015,-0.688%,1203.43
03/24/2015,-0.103%,1211.77
03/23/2015,-0.0085%,1213.02
03/20/2015,0.2963%,1213.12
03/19/2015,-0.1454%,1209.54
03/18/2015,0.5912%,1211.3
03/17/2015,0.0276%,1204.18
03/16/2015,0.424%,1203.85
03/13/2015,-0.1536%,1198.77
03/12/2015,0.6424%,1200.61
03/11/2015,0.1695%,1192.95
03/10/2015,-0.4677%,1190.93
03/09/2015,-0.005%,1196.52
03/06/2015,-0.2909%,1196.58
03/05/2015,-0.0445%,1200.08
03/04/2015,-0.1637%,1200.61
03/03/2015,-0.0799%,1202.58
03/02/2015,0.2364%,1203.54
02/27/2015,0.0887%,1200.7
02/26/2015,0%,1199.64
02/25/2015,0.1714%,1199.64
02/24/2015,0.0461%,1197.59
02/23/2015,0.1426%,1197.03
02/20/2015,0.1939%,1195.33
02/19/2015,0.082%,1193.02
02/18/2015,0.1373%,1192.04
02/17/2015,0.0411%,1190.4
02/13/2015,0.2438%,1189.91
02/12/2015,0.3976%,1187.02
02/11/2015,0.1239%,1182.32
02/10/2015,0.4615%,1180.86
02/09/2015,-0.3367%,1175.43
02/06/2015,-0.1539%,1179.4
02/05/2015,0.3344%,1181.22
02/04/2015,-0.0621%,1177.29
02/03/2015,0.3686%,1178.02
02/02/2015,-0.0315%,1173.69
01/30/2015,-0.3804%,1174.06
01/29/2015,0.1616%,1178.54
01/28/2015,-0.3564%,1176.64
01/27/2015,-0.2348%,1180.85
01/26/2015,0.1449%,1183.63
01/23/2015,0.1759%,1181.92
01/22/2015,0.4032%,1179.84
01/21/2015,0.161%,1175.1
01/20/2015,-0.0797%,1173.21
01/16/2015,0.1379%,1174.15
01/15/2015,-0.1753%,1172.53
01/14/2015,-0.339%,1174.59
01/13/2015,0.1177%,1178.59
01/12/2015,-0.1225%,1177.2
01/09/2015,-0.1631%,1178.65
01/08/2015,0.6892%,1180.57
01/07/2015,0.3345%,1172.49
01/06/2015,-0.4997%,1168.58
01/05/2015,-0.424%,1174.45
01/02/2015,-0.2066%,1179.45
12/31/2014,0.0491%,1181.89
12/30/2014,-0.0323%,1181.31
12/29/2014,0.1483%,1181.7
12/26/2014,0.1494%,1179.94
12/24/2014,-0.0574%,1178.18
12/23/2014,0.0319%,1178.86
12/22/2014,0.1097%,1178.49
12/19/2014,0.2808%,1177.19
12/18/2014,0.934%,1173.9
12/17/2014,0.2972%,1163.04
12/16/2014,-0.4288%,1159.59
12/15/2014,-0.4655%,1164.58
12/12/2014,-0.35%,1170.03
12/11/2014,0.1498%,1174.14
12/10/2014,-0.2748%,1172.38
12/09/2014,-0.3369%,1175.61
12/08/2014,-0.4782%,1179.59
12/05/2014,0.1996%,1185.26
12/04/2014,-0.0179%,1182.89
12/03/2014,0.1443%,1183.11
12/02/2014,0.0001%,1181.4
12/01/2014,-0.5825%,1181.4
11/28/2014,0.1765%,1188.32
11/26/2014,0.1469%,1186.23
11/25/2014,0.1546%,1184.49
11/24/2014,0.3107%,1182.66
11/21/2014,0.1389%,1179
11/20/2014,0.1925%,1177.36
11/19/2014,-0.0266%,1175.1
11/18/2014,0.3285%,1175.41
11/17/2014,-0.1603%,1171.56
11/14/2014,-0.0134%,1173.44
11/13/2014,-0.0048%,1173.6
11/12/2014,0.0041%,1173.66
11/11/2014,0.171%,1173.61
11/10/2014,-0.0092%,1171.61
11/07/2014,-0.1718%,1171.71
11/06/2014,-0.0385%,1173.73
11/05/2014,-0.0692%,1174.18
11/04/2014,-0.0955%,1175
11/03/2014,-0.1619%,1176.12
10/31/2014,0.7009%,1178.03
10/30/2014,0.3791%,1169.83
10/29/2014,0.0749%,1165.41
10/28/2014,0.6938%,1164.54
10/27/2014,-0.1539%,1156.51
10/24/2014,0.1241%,1158.3
10/23/2014,0.4844%,1156.86
10/22/2014,-0.1313%,1151.28
10/21/2014,0.4863%,1152.8
10/20/2014,0.475%,1147.22
10/17/2014,0.549%,1141.8
10/16/2014,-0.1544%,1135.56
10/15/2014,-0.5089%,1137.32
10/14/2014,0.0521%,1143.14
10/13/2014,-0.6313%,1142.54
10/10/2014,-0.7937%,1149.8
10/09/2014,-0.8424%,1159
10/08/2014,0.2958%,1168.85
10/07/2014,-0.8336%,1165.4
10/06/2014,0.0351%,1175.19
10/03/2014,0.5062%,1174.78
10/02/2014,-0.1912%,1168.87
10/01/2014,-0.7272%,1171.1
09/30/2014,-0.2457%,1179.68
09/29/2014,0.0487%,1182.59
09/26/2014,0.3609%,1182.01
09/25/2014,-0.3145%,1177.76
09/24/2014,0.3474%,1181.48
09/23/2014,-0.2843%,1177.39
09/22/2014,-0.4251%,1180.75
09/19/2014,-0.1318%,1185.79
09/18/2014,0.3971%,1187.35
09/17/2014,0.0999%,1182.65
09/16/2014,-0.1163%,1181.47
09/15/2014,-0.0867%,1182.85
09/12/2014,-0.1088%,1183.88
09/11/2014,0.1338%,1185.17
09/10/2014,0.0175%,1183.58
09/09/2014,-0.2188%,1183.38
09/08/2014,-0.0235%,1185.97
09/05/2014,0.1132%,1186.25
09/04/2014,-0.0539%,1184.91
09/03/2014,0.1606%,1185.55
09/02/2014,0.2195%,1183.65
08/29/2014,0.2239%,1181.05
08/28/2014,-0.1602%,1178.42
08/27/2014,0.1134%,1180.31
08/26/2014,0.0968%,1178.97
08/25/2014,0.1826%,1177.83
08/22/2014,-0.0604%,1175.68
08/21/2014,0.2475%,1176.39
08/20/2014,-0.0702%,1173.49
08/19/2014,0.3752%,1174.31
08/18/2014,0.4471%,1169.92
08/15/2014,-0.163%,1164.71
08/14/2014,0.2834%,1166.61
08/13/2014,0.236%,1163.32
08/12/2014,0.0121%,1160.58
08/11/2014,0.5542%,1160.44
08/08/2014,0.1091%,1154.04
08/07/2014,-0.2106%,1152.78
08/06/2014,-0.2554%,1155.22
08/05/2014,-0.3033%,1158.18
08/04/2014,0.2026%,1161.7
08/01/2014,-0.2165%,1159.35
07/31/2014,-0.8635%,1161.87
07/30/2014,0.0079%,1171.99
07/29/2014,-0.183%,1171.89
07/28/2014,-0.2094%,1174.04
07/25/2014,-0.1934%,1176.51
07/24/2014,0.084%,1178.78
07/23/2014,-0.0957%,1177.8
07/22/2014,0.2766%,1178.92
07/21/2014,-0.1252%,1175.67
07/18/2014,0.3646%,1177.15
07/17/2014,-0.3029%,1172.87
07/16/2014,0.1232%,1176.43
07/15/2014,-0.1164%,1174.98
07/14/2014,0.3433%,1176.35
07/11/2014,0.0781%,1172.33
07/10/2014,-0.3285%,1171.41
07/09/2014,0.002%,1175.28
07/08/2014,-0.6029%,1175.25
07/07/2014,-0.5299%,1182.38
07/03/2014,0.3436%,1188.68
07/02/2014,0.1119%,1184.61
07/01/2014,0.2643%,1183.28
06/30/2014,0.2411%,1180.17
06/27/2014,0.1975%,1177.33
06/26/2014,0.0197%,1175.01
06/25/2014,0.1447%,1174.77
06/24/2014,-0.194%,1173.08
06/23/2014,-0.1097%,1175.36
06/20/2014,0.0452%,1176.65
06/19/2014,0.0989%,1176.12
06/18/2014,0.4434%,1174.96
06/17/2014,0.1211%,1169.77
06/16/2014,-0.0211%,1168.35
06/13/2014,-0.2619%,1168.6
06/12/2014,-0.1511%,1171.67
06/11/2014,-0.231%,1173.44
06/10/2014,0.0583%,1176.16
06/09/2014,0.0723%,1175.47
06/06/2014,0.2757%,1174.62
06/05/2014,0.4115%,1171.39
06/04/2014,0.3448%,1166.59
06/03/2014,-0.0685%,1162.59
06/02/2014,0.0771%,1163.38
05/30/2014,0.056%,1162.49
05/29/2014,0.0319%,1161.83
05/28/2014,0.0666%,1161.46
05/27/2014,0.5485%,1160.69
05/23/2014,0.1952%,1154.36
05/22/2014,0.4028%,1152.11
05/21/2014,0.3903%,1147.49
05/20/2014,-0.0746%,1143.03
05/19/2014,0.098%,1143.88
05/16/2014,-0.2663%,1142.76
05/15/2014,-0.7424%,1145.81
05/14/2014,-0.2467%,1154.38
05/13/2014,0.0423%,1157.24
05/12/2014,0.3798%,1156.75
05/09/2014,-0.2117%,1152.37
05/08/2014,-0.2045%,1154.81
05/07/2014,-0.3954%,1157.18
05/06/2014,-0.2932%,1161.77
05/05/2014,-0.0468%,1165.19
05/02/2014,0.052%,1165.74
05/01/2014,0.1711%,1165.13
04/30/2014,0.0817%,1163.14
04/29/2014,0.1626%,1162.19
04/28/2014,-0.3273%,1160.3
04/25/2014,-0.4562%,1164.11
04/24/2014,0.0682%,1169.45
04/23/2014,0.0295%,1168.65
04/22/2014,0.4592%,1168.31
04/21/2014,0.1977%,1162.97
04/17/2014,0.4604%,1160.67
04/16/2014,0.7928%,1155.35
04/15/2014,-0.2452%,1146.26
04/14/2014,-0.522%,1149.08
04/11/2014,-0.7551%,1155.11
04/10/2014,-0.7203%,1163.9
04/09/2014,0.541%,1172.34
04/08/2014,-0.4585%,1166.04
04/07/2014,-0.7574%,1171.41
04/04/2014,-0.371%,1180.35
04/03/2014,-0.1852%,1184.74
04/02/2014,0.1%,1186.94
04/01/2014,0.4916%,1185.75
03/31/2014,0.5344%,1179.95
03/28/2014,0.1836%,1173.68
03/27/2014,-0.2217%,1171.53
03/26/2014,-0.1391%,1174.13
03/25/2014,0.0236%,1175.77
03/24/2014,-0.3537%,1175.49
03/21/2014,-0.1876%,1179.66
03/20/2014,-0.0581%,1181.88
03/19/2014,-0.1688%,1182.57
03/18/2014,0.4123%,1184.57
03/17/2014,0.2994%,1179.7
03/14/2014,-0.2337%,1176.18
03/13/2014,-0.3974%,1178.94
03/12/2014,-0.194%,1183.64
03/11/2014,-0.1037%,1185.94
03/10/2014,-0.0963%,1187.17
03/07/2014,-0.0973%,1188.32
03/06/2014,0.1949%,1189.47
03/05/2014,0.1942%,1187.16
03/04/2014,0.6705%,1184.86
03/03/2014,-0.6243%,1176.97
02/28/2014,0.323%,1184.36
02/27/2014,0.2838%,1180.55
02/26/2014,0.053%,1177.21
02/25/2014,0.0407%,1176.58
02/24/2014,0.1387%,1176.1
02/21/2014,0.1455%,1174.47
02/20/2014,0.1024%,1172.77
02/19/2014,-0.2559%,1171.57
02/18/2014,0.2596%,1174.57
02/14/2014,0.1664%,1171.53
02/13/2014,0.1435%,1169.59
02/12/2014,0.2358%,1167.91
02/11/2014,0.3982%,1165.16
02/10/2014,0.2517%,1160.54
02/07/2014,0.4949%,1157.63
02/06/2014,0.6559%,1151.93
02/05/2014,0.0806%,1144.42
02/04/2014,-0.0858%,1143.5
02/03/2014,-0.7887%,1144.48
01/31/2014,-0.2247%,1153.58
01/30/2014,0.1712%,1156.18
01/29/2014,0.0368%,1154.2
01/28/2014,0.5194%,1153.78
01/27/2014,-0.6291%,1147.82
01/24/2014,-1.1042%,1155.08
01/23/2014,-0.2918%,1167.98
01/22/2014,0.0337%,1171.4
01/21/2014,-0.01%,1171
01/17/2014,-0.0673%,1171.12
01/16/2014,-0.1737%,1171.91
01/15/2014,0.2629%,1173.95
01/14/2014,0.2707%,1170.87
01/13/2014,-0.4028%,1167.71
01/10/2014,0.4716%,1172.43
01/09/2014,-0.1116%,1166.93
01/08/2014,0.2298%,1168.23
01/07/2014,0.1218%,1165.55
01/06/2014,0.0199%,1164.13
01/03/2014,-0.0423%,1163.9
01/02/2014,-0.0849%,1164.4
12/31/2013,0.2328%,1165.39
12/30/2013,0.1413%,1162.68
12/27/2013,0.2123%,1161.04
12/26/2013,0.0299%,1158.58
12/24/2013,0.0385%,1158.23
12/23/2013,0.2645%,1157.79
12/20/2013,0.1032%,1154.73
12/19/2013,0.2861%,1153.54
12/18/2013,0.406%,1150.25
12/17/2013,0.0122%,1145.6
12/16/2013,0.272%,1145.46
12/13/2013,0.0204%,1142.35
12/12/2013,-0.282%,1142.12
12/11/2013,-0.244%,1145.35
12/10/2013,-0.1311%,1148.15
12/09/2013,0.2874%,1149.66
12/06/2013,0.3416%,1146.36
12/05/2013,0.0828%,1142.46
12/04/2013,-0.3476%,1141.52
12/03/2013,-0.3719%,1145.5
12/02/2013,-0.1095%,1149.77
11/29/2013,0.1891%,1151.03
11/27/2013,0.115%,1148.86
11/26/2013,0.1238%,1147.54
11/25/2013,-0.0706%,1146.12
11/22/2013,0.221%,1146.93
11/21/2013,0.2797%,1144.4
11/20/2013,-0.1829%,1141.21
11/19/2013,-0.2553%,1143.3
11/18/2013,0.1617%,1146.23
11/15/2013,0.2034%,1144.38
11/14/2013,-0.0462%,1142.05
11/13/2013,0.1362%,1142.58
11/12/2013,0.0169%,1141.03
11/11/2013,0.1575%,1140.83
11/08/2013,0.0396%,1139.04
11/07/2013,-0.1114%,1138.59
11/06/2013,-0.029%,1139.86
11/05/2013,-0.1148%,1140.19
11/04/2013,0.162%,1141.5
11/01/2013,-0.0376%,1139.65
10/31/2013,0.0125%,1140.08
10/30/2013,0.0598%,1139.94
10/29/2013,-0.0169%,1139.26
10/28/2013,-0.079%,1139.45
10/25/2013,-0.1479%,1140.35
10/24/2013,0.1406%,1142.04
10/23/2013,-0.1926%,1140.43
10/22/2013,0.0257%,1142.64
10/21/2013,0.0966%,1142.34
10/18/2013,0.2677%,1141.24
10/17/2013,0.4191%,1138.19
10/16/2013,0.2728%,1133.44
10/15/2013,0.0823%,1130.36
10/14/2013,0.2107%,1129.43
10/11/2013,0.4087%,1127.05
10/10/2013,0.68%,1122.47
10/09/2013,-0.1673%,1114.88
10/08/2013,-0.3851%,1116.75
10/07/2013,-0.3884%,1121.07
10/04/2013,0.1891%,1125.44
10/03/2013,-0.1272%,1123.32
10/02/2013,0.0252%,1124.75
10/01/2013,0.5272%,1124.46
09/30/2013,-0.1885%,1118.57
09/27/2013,-0.0228%,1120.68
09/26/2013,0.0805%,1120.94
09/25/2013,-0.0796%,1120.03
09/24/2013,0.0893%,1120.93
09/23/2013,-0.2084%,1119.93
09/20/2013,-0.1283%,1122.27
09/19/2013,-0.0786%,1123.71
09/18/2013,0.3702%,1124.59
09/17/2013,-0.0063%,1120.44
09/16/2013,0.2217%,1120.51
09/13/2013,0.0814%,1118.03
09/12/2013,-0.2314%,1117.12
09/11/2013,-0.1253%,1119.72
09/10/2013,0.418%,1121.12
09/09/2013,0.4383%,1116.45
09/06/2013,-0.1449%,1111.58
09/05/2013,0.1541%,1113.2
09/04/2013,0.1169%,1111.48
09/03/2013,0.5975%,1110.18
08/30/2013,-0.2111%,1103.59
08/29/2013,0.4459%,1105.92
08/28/2013,-0.4296%,1101.02
08/27/2013,-0.8405%,1105.77
08/26/2013,-0.0242%,1115.14
08/23/2013,0.1016%,1115.41
08/22/2013,0.1486%,1114.28
08/21/2013,-0.1427%,1112.62
08/20/2013,0.0209%,1114.21
08/19/2013,-0.1662%,1113.98
08/16/2013,-0.0837%,1115.84
08/15/2013,-0.5564%,1116.77
08/14/2013,-0.0134%,1123.02
08/13/2013,-0.0258%,1123.17
08/12/2013,-0.2712%,1123.46
08/09/2013,-0.2567%,1126.51
08/08/2013,0.094%,1129.41
08/07/2013,-0.4495%,1128.35
08/06/2013,-0.1435%,1133.45
08/05/2013,0.0797%,1135.07
08/02/2013,0.3618%,1134.17
08/01/2013,0.461%,1130.08
07/31/2013,0.2724%,1124.9
07/30/2013,0.4267%,1121.84
07/29/2013,-0.2247%,1117.07
07/26/2013,-0.3646%,1119.59
07/25/2013,-0.0559%,1123.69
07/24/2013,0.0711%,1124.32
07/23/2013,-0.2884%,1123.52
07/22/2013,0.1336%,1126.77
07/19/2013,-0.0483%,1125.26
07/18/2013,0.4499%,1125.81
07/17/2013,0.0869%,1120.77
07/16/2013,-0.0774%,1119.79
07/15/2013,0.0749%,1120.66
07/12/2013,0.2881%,1119.82
07/11/2013,0.4114%,1116.61
07/10/2013,0.0074%,1112.03
07/09/2013,0.2697%,1111.95
07/08/2013,0.0758%,1108.96
07/05/2013,0.3686%,1108.12
07/03/2013,-0.0385%,1104.05
07/02/2013,-0.0234%,1104.47
07/01/2013,0.7283%,1104.73
06/28/2013,0.1098%,1096.74
06/27/2013,0.6954%,1095.54
06/26/2013,0.5747%,1087.97
06/25/2013,0.1362%,1081.76
06/24/2013,-0.8443%,1080.29
06/21/2013,-0.227%,1089.48
06/20/2013,-1.1881%,1091.96
06/19/2013,-0.337%,1105.09
06/18/2013,0.4148%,1108.83
06/17/2013,0.4588%,1104.25
06/14/2013,0.1793%,1099.21
06/13/2013,0.05%,1097.24
06/12/2013,-0.5404%,1096.69
06/11/2013,-0.6006%,1102.65
06/10/2013,0.0714%,1109.31
06/07/2013,0.3184%,1108.52
06/06/2013,-0.177%,1105
06/05/2013,-0.5391%,1106.96
06/04/2013,-0.032%,1112.96
06/03/2013,-0.4105%,1113.32
05/31/2013,-0.3403%,1117.91
05/30/2013,-0.0053%,1121.72
05/29/2013,-0.1843%,1121.78
05/28/2013,0.3395%,1123.86
05/24/2013,0.1622%,1120.05
05/23/2013,-0.5508%,1118.24
05/22/2013,-0.3184%,1124.43
05/21/2013,-0.3216%,1128.02
05/20/2013,0.0314%,1131.66
05/17/2013,0.316%,1131.31
05/16/2013,0.0537%,1127.74
05/15/2013,0.1199%,1127.14
05/14/2013,0.4245%,1125.79
05/13/2013,-0.0915%,1121.03
05/10/2013,0.1519%,1122.06
05/09/2013,-0.0799%,1120.35
05/08/2013,0.1449%,1121.25
05/07/2013,0.243%,1119.63
05/06/2013,0.1836%,1116.91
05/03/2013,0.5262%,1114.87
05/02/2013,0.3519%,1109.03
05/01/2013,-0.3201%,1105.14
04/30/2013,0.2915%,1108.69
04/29/2013,0.1663%,1105.47
04/26/2013,-0.1354%,1103.63
04/25/2013,0.2877%,1105.13
04/24/2013,0.1849%,1101.96
04/23/2013,0.6812%,1099.92
04/22/2013,0.1332%,1092.48
04/19/2013,0.3259%,1091.03
04/18/2013,-0.2068%,1087.49
04/17/2013,-0.4649%,1089.74
04/16/2013,0.3946%,1094.83
04/15/2013,-0.9713%,1090.53
04/12/2013,-0.1161%,1101.22
04/11/2013,0.26%,1102.5
04/10/2013,0.5365%,1099.64
04/09/2013,-0.0814%,1093.77
04/08/2013,0.3203%,1094.67
04/05/2013,-0.3793%,1091.17
04/04/2013,-0.1618%,1095.32
04/03/2013,-0.2261%,1097.1
04/02/2013,0.1603%,1099.59
04/01/2013,-0.4224%,1097.83
03/28/2013,0.0845%,1102.48
03/27/2013,-0.1291%,1101.55
03/26/2013,0.1307%,1102.98
03/25/2013,-0.0087%,1101.54
03/22/2013,-0.0188%,1101.63
03/21/2013,-0.2159%,1101.84
03/20/2013,0.104%,1104.22
03/19/2013,-0.0703%,1103.08
03/18/2013,-0.1055%,1103.85
03/15/2013,0.0862%,1105.02
03/14/2013,0.3266%,1104.07
03/13/2013,0.0707%,1100.47
03/12/2013,0.0346%,1099.7
03/11/2013,0.0841%,1099.32
03/08/2013,0.0217%,1098.39
03/07/2013,0.1284%,1098.15
03/06/2013,0.0825%,1096.75
03/05/2013,0.5224%,1095.84
03/04/2013,-0.0328%,1090.15
03/01/2013,0.1405%,1090.5
02/28/2013,0.1509%,1088.97
02/27/2013,0.4204%,1087.33
02/26/2013,0.1579%,1082.78
02/25/2013,-0.4817%,1081.08
02/22/2013,0.2186%,1086.31
02/21/2013,-0.4312%,1083.94
02/20/2013,-0.2416%,1088.63
02/19/2013,0.2902%,1091.27
02/15/2013,0.0146%,1088.11
02/14/2013,0.0604%,1087.95
02/13/2013,0.257%,1087.3
02/12/2013,0.2274%,1084.51
02/11/2013,-0.1087%,1082.05
02/08/2013,0.1994%,1083.23
02/07/2013,-0.1227%,1081.07
02/06/2013,0.1847%,1082.4
02/05/2013,0.1552%,1080.4
02/04/2013,-0.3068%,1078.73
02/01/2013,0.5303%,1082.05
01/31/2013,0.3288%,1076.34
01/30/2013,-0.0643%,1072.81
01/29/2013,0.207%,1073.5
01/28/2013,-0.0011%,1071.29
01/25/2013,0.1355%,1071.3
01/24/2013,0.2219%,1069.85
01/23/2013,0.015%,1067.48
01/22/2013,-0.1045%,1067.32
01/18/2013,0.0663%,1068.44
01/17/2013,0.2534%,1067.73
01/16/2013,0.1335%,1065.03
01/15/2013,0.0017%,1063.61
01/14/2013,0.0414%,1063.59
01/11/2013,0.0599%,1063.15
01/10/2013,0.2291%,1062.51
01/09/2013,0.2116%,1060.09
01/08/2013,0.0532%,1057.85
01/07/2013,-0.0626%,1057.29
01/04/2013,0.1872%,1057.95
01/03/2013,-0.0141%,1055.97
01/02/2013,0.7161%,1056.12
12/31/2012,0.4059%,1048.61
12/28/2012,-0.1732%,1044.37
12/27/2012,-0.067%,1046.18
12/26/2012,-0.0622%,1046.89
12/24/2012,-0.0427%,1047.54
12/21/2012,-0.3972%,1047.99
12/20/2012,0.1266%,1052.17
12/19/2012,0.025%,1050.84
12/18/2012,0.3088%,1050.57
12/17/2012,0.1047%,1047.34
12/14/2012,0.0473%,1046.24
12/13/2012,-0.2294%,1045.75
12/12/2012,0.0648%,1048.15
12/11/2012,0.1508%,1047.47
12/10/2012,-0.0566%,1045.9
12/07/2012,-0.0093%,1046.49
12/06/2012,0.1848%,1046.59
12/05/2012,0.0596%,1044.66
12/04/2012,0.1215%,1044.03
12/03/2012,-0.1172%,1042.77
11/30/2012,0.0458%,1043.99
11/29/2012,0.1377%,1043.51
11/28/2012,0.1758%,1042.08
11/27/2012,0.0355%,1040.25
11/26/2012,-0.0889%,1039.88
11/23/2012,0.471%,1040.81
11/21/2012,0.0546%,1035.93
11/20/2012,0.1267%,1035.36
11/19/2012,0.6584%,1034.05
11/16/2012,-0.0325%,1027.29
11/15/2012,-0.2718%,1027.62
11/14/2012,-0.3526%,1030.42
11/13/2012,-0.1096%,1034.07
11/12/2012,-0.0029%,1035.2
11/09/2012,0.0099%,1035.23
11/08/2012,-0.2597%,1035.13
11/07/2012,-0.5004%,1037.83
11/06/2012,0.2588%,1043.05
11/05/2012,0.0411%,1040.35
11/02/2012,-0.2432%,1039.93
11/01/2012,0.3412%,1042.46
10/31/2012,0.0183%,1038.92
10/30/2012,0.0314%,1038.73
10/29/2012,-0.0302%,1038.4
10/26/2012,-0.0692%,1038.71
10/25/2012,0.2031%,1039.43
10/24/2012,-0.1876%,1037.33
10/23/2012,-0.2542%,1039.28
10/22/2012,-0.0976%,1041.92
10/19/2012,-0.125%,1042.94
10/18/2012,-0.1611%,1044.25
10/17/2012,-0.0268%,1045.93
10/16/2012,0.3299%,1046.21
10/15/2012,0.1876%,1042.77
10/12/2012,-0.0044%,1040.82
10/11/2012,0.1931%,1040.87
10/10/2012,-0.1508%,1038.86
10/09/2012,-0.1479%,1040.43
10/08/2012,-0.0703%,1041.97
10/05/2012,0.1443%,1042.7
10/04/2012,0.3002%,1041.2
10/03/2012,-0.0088%,1038.08
10/02/2012,0.1498%,1038.18
10/01/2012,0.2113%,1036.62
09/28/2012,0.0475%,1034.44
09/27/2012,0.1705%,1033.95
09/26/2012,-0.1515%,1032.19
09/25/2012,-0.0547%,1033.75
09/24/2012,-0.043%,1034.32
09/21/2012,0.0079%,1034.76
09/20/2012,-0.0604%,1034.68
09/19/2012,-0.0088%,1035.31
09/18/2012,0.0748%,1035.4
09/17/2012,-0.262%,1034.62
09/14/2012,0.2254%,1037.34
09/13/2012,0.2152%,1035.01
09/12/2012,0.0257%,1032.79
09/11/2012,0.1346%,1032.52
09/10/2012,-0.0903%,1031.13
09/07/2012,-0.1281%,1032.06
09/06/2012,0.4196%,1033.39
09/05/2012,0.0723%,1029.07
09/04/2012,0.1853%,1028.33
08/31/2012,0.2336%,1026.42
08/30/2012,-0.1522%,1024.03
08/29/2012,0.0349%,1025.59
08/28/2012,-0.0159%,1025.23
08/27/2012,-0.0684%,1025.4
08/24/2012,0.0777%,1026.1
08/23/2012,-0.0695%,1025.3
