Date,Daily ROR,Index Value
12/09/2015,0.2917%,707.46
12/08/2015,-0.3822%,705.4
12/07/2015,-0.1729%,708.11
12/04/2015,-0.2526%,709.33
12/03/2015,0.0504%,711.13
12/02/2015,0.286%,710.77
12/01/2015,-0.0876%,708.74
11/30/2015,-0.0821%,709.36
11/27/2015,-0.2562%,709.95
11/25/2015,-0.11%,711.77
11/24/2015,-0.1421%,712.55
11/23/2015,0.2638%,713.57
11/20/2015,-0.0771%,711.69
11/19/2015,0.0098%,712.24
11/18/2015,-0.2467%,712.17
11/17/2015,-0.1614%,713.93
11/16/2015,-0.0584%,715.09
11/13/2015,-0.3315%,715.5
11/12/2015,-0.1251%,717.88
11/11/2015,0.2394%,718.78
11/10/2015,-0.1908%,717.07
11/09/2015,0.3455%,718.44
11/06/2015,-0.367%,715.96
11/05/2015,0.0762%,718.6
11/04/2015,-0.1685%,718.05
11/03/2015,0.3727%,719.27
11/02/2015,-0.1082%,716.6
10/30/2015,0.1232%,717.37
10/29/2015,-0.0127%,716.49
10/28/2015,-0.0593%,716.58
10/27/2015,-0.0715%,717
10/26/2015,0.1675%,717.52
10/23/2015,-0.0614%,716.32
10/22/2015,-0.4575%,716.76
10/21/2015,0.2244%,720.05
10/20/2015,0.0613%,718.44
10/19/2015,0.0103%,718
10/16/2015,0.2697%,717.93
10/15/2015,-0.316%,715.99
10/14/2015,-0.0029%,718.26
10/13/2015,0.0461%,718.29
10/12/2015,-0.0049%,717.95
10/09/2015,0.5101%,717.99
10/08/2015,0.1045%,714.35
10/07/2015,-0.0887%,713.6
10/06/2015,0.2931%,714.23
10/05/2015,0.5611%,712.15
10/02/2015,-0.3558%,708.17
10/01/2015,-0.2397%,710.7
09/30/2015,-0.4702%,712.41
09/29/2015,-0.2837%,715.77
09/28/2015,-0.0763%,717.81
09/25/2015,0.2574%,718.36
09/24/2015,-0.126%,716.51
09/23/2015,0.0129%,717.42
09/22/2015,-0.5026%,717.33
09/21/2015,0.0014%,720.95
09/18/2015,0.2337%,720.94
09/17/2015,0.2636%,719.26
09/16/2015,-0.0883%,717.37
09/15/2015,-0.0356%,718
09/14/2015,-0.155%,718.26
09/11/2015,0.1815%,719.37
09/10/2015,-0.2647%,718.07
09/09/2015,0.3921%,719.97
09/08/2015,-0.2012%,717.16
09/04/2015,-0.0375%,718.61
09/03/2015,0.369%,718.88
09/02/2015,-0.2628%,716.23
09/01/2015,0.2085%,718.12
08/31/2015,-0.1629%,716.63
08/28/2015,0.1815%,717.8
08/27/2015,0.1039%,716.5
08/26/2015,-0.1159%,715.75
08/25/2015,0.0787%,716.58
08/24/2015,-0.2464%,716.02
08/21/2015,-0.4476%,717.79
08/20/2015,0.0961%,721.01
08/19/2015,0.0639%,720.32
08/18/2015,0.0216%,719.86
08/17/2015,0.0478%,719.71
08/14/2015,0.0012%,719.36
08/13/2015,0.04%,719.36
08/12/2015,-0.1909%,719.07
08/11/2015,-0.2131%,720.44
08/10/2015,-0.1029%,721.98
08/07/2015,0.0454%,722.73
08/06/2015,-0.0041%,722.4
08/05/2015,-0.0944%,722.43
08/04/2015,0.0725%,723.11
08/03/2015,0.0341%,722.59
07/31/2015,-0.002%,722.34
07/30/2015,0.1437%,722.35
07/29/2015,0.3137%,721.32
07/28/2015,-0.2856%,719.06
07/27/2015,-0.1339%,721.12
07/24/2015,-0.2142%,722.09
07/23/2015,0.2051%,723.64
07/22/2015,-0.1129%,722.16
07/21/2015,-0.0562%,722.97
07/20/2015,-0.0843%,723.38
07/17/2015,0.1226%,723.99
07/16/2015,0.0886%,723.1
07/15/2015,0.3413%,722.46
07/14/2015,-0.0227%,720.01
07/13/2015,0.1722%,720.17
07/10/2015,-0.0038%,718.93
07/09/2015,0.1499%,718.96
07/08/2015,0.2521%,717.88
07/07/2015,-0.5909%,716.08
07/06/2015,-0.1399%,720.33
07/02/2015,-0.0757%,721.34
07/01/2015,0.1912%,721.89
06/30/2015,-0.3727%,720.51
06/29/2015,-0.1193%,723.21
06/26/2015,-0.0172%,724.07
06/25/2015,-0.2072%,724.2
06/24/2015,-0.0006%,725.7
06/23/2015,0.1285%,725.7
06/22/2015,0.0242%,724.77
06/19/2015,0.1115%,724.6
06/18/2015,0.1735%,723.79
06/17/2015,-0.1097%,722.54
06/16/2015,-0.0815%,723.33
06/15/2015,-0.0815%,723.92
06/12/2015,0.0917%,724.51
06/11/2015,0.0133%,723.85
06/10/2015,-0.1364%,723.75
06/09/2015,-0.1587%,724.74
06/08/2015,0.1873%,725.89
06/05/2015,-0.2708%,724.53
06/04/2015,0.0462%,726.5
06/03/2015,0.0987%,726.17
06/02/2015,0.0343%,725.45
06/01/2015,-0.0926%,725.2
05/29/2015,0.4641%,725.87
05/28/2015,0.0546%,722.52
05/27/2015,-0.2482%,722.13
05/26/2015,0.032%,723.92
05/22/2015,0.0112%,723.69
05/21/2015,-0.1165%,723.61
05/20/2015,-0.0532%,724.45
05/19/2015,0.1464%,724.84
05/18/2015,-0.1878%,723.78
05/15/2015,0.1265%,725.14
05/14/2015,0.0068%,724.22
05/13/2015,0.0718%,724.18
05/12/2015,-0.1865%,723.66
05/11/2015,0.0161%,725.01
05/08/2015,-0.1157%,724.89
05/07/2015,0.1147%,725.73
05/06/2015,-0.0629%,724.9
05/05/2015,0.0098%,725.36
05/04/2015,0.2687%,725.28
05/01/2015,-0.2448%,723.34
04/30/2015,0.055%,725.12
04/29/2015,0.3314%,724.72
04/28/2015,-0.2656%,722.32
04/27/2015,0.0107%,724.25
04/24/2015,0.2149%,724.17
04/23/2015,0.0349%,722.62
04/22/2015,0.0507%,722.37
04/21/2015,-0.042%,722
04/20/2015,0.0115%,722.3
04/17/2015,0.0895%,722.22
04/16/2015,0.0939%,721.57
04/15/2015,0.1576%,720.9
04/14/2015,-0.1279%,719.76
04/13/2015,0.2672%,720.68
04/10/2015,0.0939%,718.76
04/09/2015,0.2993%,718.09
04/08/2015,-0.1423%,715.95
04/07/2015,0.2099%,716.97
04/06/2015,0.071%,715.46
04/02/2015,0.1792%,714.96
04/01/2015,-0.016%,713.68
03/31/2015,-0.176%,713.79
03/30/2015,0.1176%,715.05
03/27/2015,0.1304%,714.21
03/26/2015,-0.1806%,713.28
03/25/2015,0.3239%,714.57
03/24/2015,0.0283%,712.26
03/23/2015,0.0246%,712.06
03/20/2015,0.0714%,711.89
03/19/2015,0.3501%,711.38
03/18/2015,0.0161%,708.9
03/17/2015,-0.1394%,708.78
03/16/2015,0.1018%,709.77
03/13/2015,-0.2312%,709.05
03/12/2015,0.1424%,710.7
03/11/2015,-0.1099%,709.68
03/10/2015,-0.1195%,710.47
03/09/2015,-0.0819%,711.32
03/06/2015,0.0958%,711.9
03/05/2015,-0.2582%,711.22
03/04/2015,-0.1093%,713.06
03/03/2015,0.3579%,713.84
03/02/2015,-0.1663%,711.29
02/27/2015,0.532%,712.48
02/26/2015,0.0903%,708.71
02/25/2015,0.0726%,708.07
02/24/2015,-0.0273%,707.55
02/23/2015,0.0274%,707.75
02/20/2015,0.0134%,707.55
02/19/2015,0.0603%,707.46
02/18/2015,0.0502%,707.03
02/17/2015,0.0586%,706.68
02/13/2015,0.2372%,706.26
02/12/2015,-0.1588%,704.59
02/11/2015,0.3525%,705.71
02/10/2015,-0.2917%,703.23
02/09/2015,0.1863%,705.29
02/06/2015,0.3021%,703.98
02/05/2015,0.0767%,701.86
02/04/2015,0.3968%,701.32
02/03/2015,0.0956%,698.55
02/02/2015,-0.4382%,697.88
01/30/2015,0.2724%,700.95
01/29/2015,-0.187%,699.05
01/28/2015,0.2482%,700.36
01/27/2015,0.3189%,698.63
01/26/2015,-0.1776%,696.4
01/23/2015,0.1675%,697.64
01/22/2015,-0.2004%,696.48
01/21/2015,0.2896%,697.88
01/20/2015,-0.1206%,695.86
01/16/2015,-0.3508%,696.7
01/15/2015,0.3109%,699.15
01/14/2015,-0.2771%,696.99
01/13/2015,0.0033%,698.92
01/12/2015,-0.1043%,698.9
01/09/2015,0.3007%,699.63
01/08/2015,0.0294%,697.53
01/07/2015,-0.2331%,697.33
01/06/2015,-0.3533%,698.96
01/05/2015,0.0444%,701.44
01/02/2015,-0.2644%,701.13
12/31/2014,0.2589%,702.98
12/30/2014,0.0417%,701.17
12/29/2014,-0.1072%,700.88
12/26/2014,0.0569%,701.63
12/24/2014,-0.1565%,701.23
12/23/2014,0.2758%,702.33
12/22/2014,0.2332%,700.4
12/19/2014,-0.1398%,698.77
12/18/2014,1.018%,699.75
12/17/2014,-0.3707%,692.69
12/16/2014,-0.6588%,695.27
12/15/2014,0.0074%,699.88
12/12/2014,-0.349%,699.83
12/11/2014,-0.1981%,702.28
12/10/2014,0.291%,703.68
12/09/2014,-0.8999%,701.63
12/08/2014,0.0895%,708
12/05/2014,0.0314%,707.37
12/04/2014,-0.0259%,707.15
12/03/2014,0.2133%,707.33
12/02/2014,-0.428%,705.83
12/01/2014,-0.1384%,708.86
11/28/2014,-0.2404%,709.84
11/26/2014,0.1186%,711.55
11/25/2014,-0.022%,710.71
11/24/2014,-0.1566%,710.87
11/21/2014,0.1587%,711.98
11/20/2014,-0.4972%,710.85
11/19/2014,0.4143%,714.41
11/18/2014,-0.1532%,711.46
11/17/2014,-0.6858%,712.55
11/14/2014,-0.1015%,717.47
11/13/2014,0.0785%,718.2
11/12/2014,-1.0513%,717.64
11/11/2014,0.4113%,725.26
11/10/2014,0.493%,722.29
11/07/2014,-0.2952%,718.75
11/06/2014,-0.4284%,720.88
11/05/2014,0.5408%,723.98
11/04/2014,-3.5661%,720.08
11/03/2014,0.3051%,746.71
10/31/2014,-1.9574%,744.44
10/30/2014,0.0957%,759.3
10/29/2014,0.7992%,758.58
10/28/2014,-0.4355%,752.56
10/27/2014,0.0498%,755.85
10/24/2014,0.3786%,755.48
10/23/2014,-0.1822%,752.63
10/22/2014,0.1097%,754
10/21/2014,0.604%,753.17
10/20/2014,-0.8768%,748.65
10/17/2014,1.6304%,755.28
10/16/2014,0.27%,743.16
10/15/2014,-0.3893%,741.16
10/14/2014,-0.9041%,744.05
10/13/2014,0.0509%,750.84
10/10/2014,0.1252%,750.46
10/09/2014,-0.2737%,749.52
10/08/2014,-0.953%,751.58
10/07/2014,-0.331%,758.81
10/06/2014,-0.0788%,761.33
10/03/2014,0.3827%,761.93
10/02/2014,-0.7724%,759.02
10/01/2014,-0.1769%,764.93
09/30/2014,-0.7779%,766.29
09/29/2014,-0.1338%,772.3
09/26/2014,0.0206%,773.33
09/25/2014,0.1809%,773.17
09/24/2014,-0.2485%,771.78
09/23/2014,0.0707%,773.7
09/22/2014,0.0438%,773.15
09/19/2014,0.0039%,772.81
09/18/2014,0.0023%,772.78
09/17/2014,0.0575%,772.76
09/16/2014,-0.5133%,772.32
09/15/2014,0.0889%,776.31
09/12/2014,0.0854%,775.62
09/11/2014,0.2458%,774.95
09/10/2014,-0.2731%,773.05
09/09/2014,0.3858%,775.17
09/08/2014,0.0117%,772.19
09/05/2014,0.1097%,772.1
09/04/2014,-0.0147%,771.26
09/03/2014,0.1543%,771.37
09/02/2014,-0.2356%,770.18
08/29/2014,-0.3348%,772
08/28/2014,0.0398%,774.59
08/27/2014,-0.0378%,774.28
08/26/2014,-0.1128%,774.58
08/25/2014,0.1745%,775.45
08/22/2014,0.0542%,774.1
08/21/2014,0.075%,773.68
08/20/2014,0.0627%,773.1
08/19/2014,0.2152%,772.62
08/18/2014,-0.114%,770.96
08/15/2014,0.0845%,771.84
08/14/2014,-0.1047%,771.19
08/13/2014,0.0426%,772
08/12/2014,-0.0333%,771.67
08/11/2014,0.0133%,771.92
08/08/2014,-0.1697%,771.82
08/07/2014,0.1254%,773.13
08/06/2014,-0.2908%,772.16
08/05/2014,0.1927%,774.42
08/04/2014,-0.1929%,772.93
08/01/2014,-0.4368%,774.42
07/31/2014,-0.0112%,777.82
07/30/2014,0.0627%,777.91
07/29/2014,0.0709%,777.42
07/28/2014,-0.077%,776.87
07/25/2014,-0.1029%,777.47
07/24/2014,0.3006%,778.27
07/23/2014,0.0948%,775.94
07/22/2014,0.0188%,775.2
07/21/2014,0.1083%,775.05
07/18/2014,-0.4437%,774.22
07/17/2014,0.0053%,777.67
07/16/2014,0.0559%,777.63
07/15/2014,0.3401%,777.19
07/14/2014,0.0276%,774.56
07/11/2014,-0.194%,774.34
07/10/2014,-0.1057%,775.85
07/09/2014,-0.2855%,776.67
07/08/2014,-0.0198%,778.89
07/07/2014,0.1707%,779.05
07/03/2014,-0.0233%,777.72
07/02/2014,0.1033%,777.9
07/01/2014,-0.0326%,777.1
06/30/2014,0.5808%,777.35
06/27/2014,-0.1994%,772.86
06/26/2014,-0.1866%,774.41
06/25/2014,0.0306%,775.86
06/24/2014,-0.0564%,775.62
06/23/2014,-0.0793%,776.06
06/20/2014,0.0771%,776.67
06/19/2014,0.1444%,776.07
06/18/2014,-0.0254%,774.95
06/17/2014,-0.3126%,775.15
06/16/2014,0.0615%,777.58
06/13/2014,0.1308%,777.1
06/12/2014,-0.4608%,776.09
06/11/2014,0.1695%,779.68
06/10/2014,0.0994%,778.36
06/09/2014,0.0811%,777.59
06/06/2014,-0.1134%,776.96
06/05/2014,-0.1279%,777.84
06/04/2014,0.0176%,778.84
06/03/2014,-0.1625%,778.7
06/02/2014,0.1288%,779.97
05/30/2014,-0.2431%,778.96
05/29/2014,-0.0541%,780.86
05/28/2014,0.0352%,781.28
05/27/2014,0.0961%,781.01
05/23/2014,0.0647%,780.26
05/22/2014,0.1579%,779.76
05/21/2014,0.3224%,778.53
05/20/2014,0.1979%,776.02
05/19/2014,0.0559%,774.49
05/16/2014,-0.2344%,774.06
05/15/2014,-0.221%,775.88
05/14/2014,-0.3071%,777.6
05/13/2014,0.0531%,779.99
05/12/2014,-0.171%,779.58
05/09/2014,-0.1797%,780.91
05/08/2014,-0.0531%,782.32
05/07/2014,-0.2948%,782.73
05/06/2014,-0.0952%,785.05
05/05/2014,0.0878%,785.8
05/02/2014,0.1408%,785.11
05/01/2014,0.3166%,784
04/30/2014,-0.4304%,781.53
04/29/2014,0.0687%,784.91
04/28/2014,-0.2461%,784.37
04/25/2014,0.0587%,786.3
04/24/2014,-0.1628%,785.84
04/23/2014,0.1524%,787.12
04/22/2014,0.1911%,785.93
04/21/2014,0.2331%,784.43
04/17/2014,0.088%,782.6
04/16/2014,-0.1047%,781.91
04/15/2014,0.1483%,782.73
04/14/2014,-0.2301%,781.57
04/11/2014,0.0219%,783.38
04/10/2014,0.0672%,783.2
04/09/2014,-0.7102%,782.68
04/08/2014,-0.3896%,788.28
04/07/2014,-0.2205%,791.36
04/04/2014,0.0349%,793.11
04/03/2014,0.048%,792.83
04/02/2014,0.2768%,792.45
04/01/2014,-0.2367%,790.27
03/31/2014,-0.5257%,792.14
03/28/2014,0.3324%,796.33
03/27/2014,0.4132%,793.69
03/26/2014,0.0621%,790.42
03/25/2014,0.2032%,789.93
03/24/2014,0.3412%,788.33
03/21/2014,-0.0924%,785.65
03/20/2014,-0.5178%,786.38
03/19/2014,0.6298%,790.47
03/18/2014,-0.0874%,785.52
03/17/2014,-0.063%,786.21
03/14/2014,-1.1245%,786.71
03/13/2014,0.1058%,795.65
03/12/2014,-0.1845%,794.81
03/11/2014,-0.1122%,796.28
03/10/2014,-0.1725%,797.18
03/07/2014,0.5708%,798.55
03/06/2014,0.081%,794.02
03/05/2014,0.3741%,793.38
03/04/2014,-0.2598%,790.42
03/03/2014,0.0271%,792.48
02/28/2014,-0.1187%,792.27
02/27/2014,0.2742%,793.21
02/26/2014,0.0508%,791.04
02/25/2014,0.1737%,790.64
02/24/2014,0.159%,789.27
02/21/2014,0.0233%,788.01
02/20/2014,-0.5899%,787.83
02/19/2014,0.5336%,792.5
02/18/2014,0.3627%,788.3
02/14/2014,0.1778%,785.45
02/13/2014,-0.2276%,784.06
02/12/2014,-0.2452%,785.84
02/11/2014,0.4091%,787.78
02/10/2014,0.2699%,784.57
02/07/2014,0.766%,782.45
02/06/2014,0.1343%,776.51
02/05/2014,0.0502%,775.46
02/04/2014,-0.5158%,775.08
02/03/2014,-0.1773%,779.09
01/31/2014,-0.0281%,780.48
01/30/2014,-0.3199%,780.7
01/29/2014,-0.0873%,783.2
01/28/2014,0.8259%,783.89
01/27/2014,-0.2761%,777.47
01/24/2014,-0.1171%,779.62
01/23/2014,-0.104%,780.53
01/22/2014,-0.0154%,781.34
01/21/2014,0.0002%,781.47
01/17/2014,0.1485%,781.46
01/16/2014,0.3235%,780.3
01/15/2014,0.313%,777.79
01/14/2014,-0.4799%,775.36
01/13/2014,0.343%,779.1
01/10/2014,-0.2883%,776.44
01/09/2014,0.3185%,778.68
01/08/2014,0.2079%,776.21
01/07/2014,-0.0575%,774.6
01/06/2014,0.0236%,775.05
01/03/2014,0.0088%,774.86
01/02/2014,-0.0934%,774.79
12/31/2013,0.0411%,775.52
12/30/2013,0.3473%,775.2
12/27/2013,-0.5128%,772.52
12/26/2013,0.558%,776.5
12/24/2013,0.451%,772.19
12/23/2013,0.2831%,768.72
12/20/2013,-0.0304%,766.55
12/19/2013,0.4764%,766.79
12/18/2013,0.4488%,763.15
12/17/2013,-0.2466%,759.74
12/16/2013,-0.0409%,761.62
12/13/2013,-0.3415%,761.93
12/12/2013,-0.1114%,764.54
12/11/2013,0.1743%,765.39
12/10/2013,0.3851%,764.06
12/09/2013,0.033%,761.13
12/06/2013,0.159%,760.88
12/05/2013,-0.4785%,759.67
12/04/2013,-0.0994%,763.32
12/03/2013,-0.2759%,764.08
12/02/2013,-0.1037%,766.2
11/29/2013,0.5461%,766.99
11/27/2013,0.043%,762.83
11/26/2013,-0.3425%,762.5
11/25/2013,-0.0956%,765.12
11/22/2013,0.2704%,765.85
11/21/2013,0.0785%,763.79
11/20/2013,-0.3799%,763.19
11/19/2013,0.0862%,766.1
11/18/2013,-0.0567%,765.44
11/15/2013,-0.2075%,765.87
11/14/2013,0.0696%,767.46
11/13/2013,-0.3243%,766.93
11/12/2013,-0.4239%,769.43
11/11/2013,-0.0276%,772.7
11/08/2013,-0.2478%,772.91
11/07/2013,0.1898%,774.83
11/06/2013,-0.1039%,773.37
11/05/2013,0.1092%,774.17
11/04/2013,0.1098%,773.33
11/01/2013,-0.0189%,772.48
10/31/2013,0.1729%,772.62
10/30/2013,0.032%,771.29
10/29/2013,-0.0138%,771.04
10/28/2013,0.2205%,771.15
10/25/2013,-0.2805%,769.45
10/24/2013,-0.0141%,771.62
10/23/2013,-0.2404%,771.73
10/22/2013,-0.3259%,773.59
10/21/2013,0.2497%,776.11
10/18/2013,0.0846%,774.18
10/17/2013,0.1418%,773.53
10/16/2013,-0.0601%,772.43
10/15/2013,-0.0108%,772.9
10/14/2013,0.1776%,772.98
10/11/2013,-0.0393%,771.61
10/10/2013,0.1608%,771.91
10/09/2013,-0.2577%,770.67
10/08/2013,-0.2201%,772.67
10/07/2013,0.2999%,774.37
10/04/2013,-0.0809%,772.05
10/03/2013,0.2849%,772.68
10/02/2013,0.1374%,770.48
10/01/2013,-0.0836%,769.43
09/30/2013,-0.2942%,770.07
09/27/2013,0.1728%,772.34
09/26/2013,0.2263%,771.01
09/25/2013,-0.0583%,769.27
09/24/2013,-0.172%,769.72
09/23/2013,-0.2288%,771.04
09/20/2013,-0.1564%,772.81
09/19/2013,0.4432%,774.02
09/18/2013,-0.1281%,770.61
09/17/2013,0.1553%,771.59
09/16/2013,-0.1226%,770.4
09/13/2013,-0.3877%,771.34
09/12/2013,-0.0028%,774.35
09/11/2013,0.4975%,774.37
09/10/2013,0.1065%,770.54
09/09/2013,0.2424%,769.72
09/06/2013,0.0056%,767.85
09/05/2013,0.283%,767.81
09/04/2013,-0.0304%,765.64
09/03/2013,-0.0828%,765.88
08/30/2013,-0.4077%,766.51
08/29/2013,-0.3198%,769.65
08/28/2013,0.2812%,772.12
08/27/2013,-0.2095%,769.95
08/26/2013,0.1534%,771.57
08/23/2013,-0.4332%,770.39
08/22/2013,0.0581%,773.74
08/21/2013,0.4452%,773.29
08/20/2013,-0.651%,769.86
08/19/2013,0.1618%,774.91
08/16/2013,0.0157%,773.66
08/15/2013,0.1918%,773.53
08/14/2013,-0.0888%,772.05
08/13/2013,0.089%,772.74
08/12/2013,0.252%,772.05
08/09/2013,-0.1063%,770.11
08/08/2013,-0.3198%,770.93
08/07/2013,0.5857%,773.4
08/06/2013,0.0126%,768.9
08/05/2013,-0.1866%,768.8
08/02/2013,-0.1404%,770.24
08/01/2013,0.1376%,771.33
07/31/2013,-0.1838%,770.27
07/30/2013,-0.4518%,771.68
07/29/2013,0.7168%,775.19
07/26/2013,-0.1775%,769.67
07/25/2013,-0.101%,771.04
07/24/2013,-0.101%,771.82
07/23/2013,-0.1284%,772.6
07/22/2013,0.2168%,773.59
07/19/2013,0.31%,771.92
07/18/2013,0.3346%,769.53
07/17/2013,-0.2122%,766.96
07/16/2013,0.0062%,768.6
07/15/2013,0.0538%,768.55
07/12/2013,-0.1697%,768.13
07/11/2013,0.1975%,769.44
07/10/2013,0.2741%,767.92
07/09/2013,-0.5078%,765.82
07/08/2013,0.2267%,769.73
07/05/2013,0.0278%,767.99
07/03/2013,0.3739%,767.78
07/02/2013,0.4547%,764.92
07/01/2013,-0.0068%,761.46
06/28/2013,0.7421%,761.51
06/27/2013,-0.0145%,755.9
06/26/2013,-0.3027%,756.01
06/25/2013,-0.3667%,758.3
06/24/2013,-0.4954%,761.09
06/21/2013,-0.202%,764.88
06/20/2013,0.0006%,766.43
06/19/2013,0.4575%,766.43
06/18/2013,-0.2506%,762.94
06/17/2013,0.0885%,764.85
06/14/2013,0.6014%,764.18
06/13/2013,-0.467%,759.61
06/12/2013,-0.3064%,763.17
06/11/2013,0.6547%,765.52
06/10/2013,0.6919%,760.54
06/07/2013,0.3828%,755.31
06/06/2013,-0.3157%,752.43
06/05/2013,-0.5185%,754.81
06/04/2013,-0.2751%,758.75
06/03/2013,-0.5422%,760.84
05/31/2013,-0.3418%,764.99
05/30/2013,-0.3946%,767.61
05/29/2013,0.344%,770.65
05/28/2013,-0.0799%,768.01
05/24/2013,-0.0857%,768.63
05/23/2013,0.5474%,769.29
05/22/2013,0.5676%,765.1
05/21/2013,-0.1041%,760.78
05/20/2013,-0.2961%,761.57
05/17/2013,0.0206%,763.83
05/16/2013,0.0989%,763.68
05/15/2013,0.3609%,762.92
05/14/2013,0.1078%,760.18
05/13/2013,0.1146%,759.36
05/10/2013,0.0949%,758.49
05/09/2013,0.5147%,757.77
05/08/2013,0.8306%,753.89
05/07/2013,0.3473%,747.68
05/06/2013,-0.061%,745.09
05/03/2013,0.2585%,745.55
05/02/2013,-0.1461%,743.63
05/01/2013,0.0597%,744.71
04/30/2013,-0.123%,744.27
04/29/2013,0.107%,745.19
04/26/2013,-0.1135%,744.39
04/25/2013,0.315%,745.24
04/24/2013,0.5917%,742.9
04/23/2013,-0.3074%,738.53
04/22/2013,0.0368%,740.8
04/19/2013,-0.0921%,740.53
04/18/2013,0.3494%,741.21
04/17/2013,-0.0109%,738.63
04/16/2013,-0.1672%,738.71
04/15/2013,0.0757%,739.95
04/12/2013,0.1705%,739.39
04/11/2013,0.7889%,738.13
04/10/2013,0.4831%,732.35
04/09/2013,1.4056%,728.83
04/08/2013,-0.8115%,718.73
04/05/2013,-0.2614%,724.61
04/04/2013,-0.0978%,726.51
04/03/2013,0.3745%,727.22
04/02/2013,-0.6138%,724.51
04/01/2013,0.1009%,728.98
03/28/2013,-0.6874%,728.25
03/27/2013,0.6824%,733.29
03/26/2013,0.0426%,728.32
03/25/2013,0.0803%,728.01
03/22/2013,-0.5537%,727.42
03/21/2013,0.5782%,731.47
03/20/2013,-0.1409%,727.27
03/19/2013,0.2662%,728.29
03/18/2013,-0.1188%,726.36
03/15/2013,-0.0526%,727.23
03/14/2013,0.0865%,727.61
03/13/2013,0.1667%,726.98
03/12/2013,0.2095%,725.77
03/11/2013,0.266%,724.25
03/08/2013,-0.1535%,722.33
03/07/2013,0.1668%,723.44
03/06/2013,0.2584%,722.24
03/05/2013,0.3293%,720.37
03/04/2013,-0.2326%,718.01
03/01/2013,0.0376%,719.68
02/28/2013,0.2197%,719.41
02/27/2013,-0.2639%,717.84
02/26/2013,0.2418%,719.74
02/25/2013,0.3492%,718
02/22/2013,0.2386%,715.5
02/21/2013,-0.2633%,713.8
02/20/2013,0.4618%,715.68
02/19/2013,-0.1417%,712.39
02/15/2013,-0.0741%,713.4
02/14/2013,0.1449%,713.93
02/13/2013,0.2216%,712.9
02/12/2013,0.2724%,711.32
02/11/2013,-0.3619%,709.39
02/08/2013,-0.8773%,711.97
02/07/2013,1.1791%,718.27
02/06/2013,-0.0187%,709.9
02/05/2013,-0.1755%,710.03
02/04/2013,0.2161%,711.28
02/01/2013,0.0844%,709.75
01/31/2013,0.2327%,709.15
01/30/2013,-0.7435%,707.5
01/29/2013,0.2491%,712.8
01/28/2013,0.2272%,711.03
01/25/2013,-0.0084%,709.42
01/24/2013,0.0115%,709.48
01/23/2013,0.1182%,709.4
01/22/2013,0.4399%,708.56
01/18/2013,-0.3785%,705.46
01/17/2013,-0.1898%,708.14
01/16/2013,0.4397%,709.48
01/15/2013,0.0849%,706.38
01/14/2013,0.0719%,705.78
01/11/2013,-0.4155%,705.27
01/10/2013,-0.1713%,708.21
01/09/2013,0.1347%,709.43
01/08/2013,0.2914%,708.47
01/07/2013,0.815%,706.42
01/04/2013,-0.4937%,700.7
01/03/2013,0.4101%,704.18
01/02/2013,-0.1506%,701.31
12/31/2012,0.1066%,702.36
12/28/2012,0.0824%,701.61
12/27/2012,-0.2037%,701.04
12/26/2012,-0.3546%,702.47
12/24/2012,0.5123%,704.97
12/21/2012,0.0493%,701.38
12/20/2012,0.5599%,701.03
12/19/2012,0.1374%,697.13
12/18/2012,1.1518%,696.17
12/17/2012,0.0491%,688.24
12/14/2012,-0.4071%,687.91
12/13/2012,-0.6238%,690.72
12/12/2012,-0.1796%,695.05
12/11/2012,0.3863%,696.3
12/10/2012,-0.1091%,693.62
12/07/2012,-0.1994%,694.38
12/06/2012,0.106%,695.77
12/05/2012,0.275%,695.03
12/04/2012,-0.1394%,693.13
12/03/2012,-0.1139%,694.09
11/30/2012,0.4667%,694.88
11/29/2012,0.0219%,691.66
11/28/2012,-0.2801%,691.51
11/27/2012,0.1066%,693.45
11/26/2012,-0.1527%,692.71
11/23/2012,0.2319%,693.77
11/21/2012,-0.0555%,692.16
11/20/2012,0.4247%,692.55
11/19/2012,-0.0522%,689.62
11/16/2012,-0.0348%,689.98
11/15/2012,-0.3276%,690.22
11/14/2012,0.0339%,692.49
11/13/2012,0.0797%,692.25
11/12/2012,-0.1663%,691.7
11/09/2012,0.1237%,692.85
11/08/2012,-0.0224%,692
11/07/2012,0.0685%,692.15
11/06/2012,-0.0438%,691.68
11/05/2012,0.0863%,691.98
11/02/2012,0.2131%,691.39
11/01/2012,0.211%,689.92
10/31/2012,-0.3847%,688.46
10/30/2012,-0.2155%,691.12
10/29/2012,-0.0443%,692.61
10/26/2012,-0.0668%,692.92
10/25/2012,0.0638%,693.39
10/24/2012,-0.0124%,692.94
10/23/2012,-0.0207%,693.03
10/22/2012,-0.028%,693.17
10/19/2012,0.1758%,693.37
10/18/2012,0.1953%,692.15
10/17/2012,-0.092%,690.8
10/16/2012,0.0037%,691.44
10/15/2012,0.0172%,691.41
10/12/2012,-0.0658%,691.29
10/11/2012,0.0096%,691.75
10/10/2012,-0.0269%,691.68
10/09/2012,-0.1367%,691.87
10/08/2012,0.1413%,692.81
10/05/2012,-0.1103%,691.84
10/04/2012,-0.0877%,692.6
10/03/2012,0.247%,693.21
10/02/2012,0.0769%,691.5
10/01/2012,-0.1363%,690.97
